State ID,State,Quarter ID,Quarter,Monthly Wage,Workforce
8,Chihuahua,20183,2018-Q3,6100.758833027245,1712465
8,Chihuahua,20184,2018-Q4,5902.172191810059,1733590
8,Chihuahua,20191,2019-Q1,6466.062406245002,1644579
8,Chihuahua,20192,2019-Q2,6354.955099097221,1688897
8,Chihuahua,20193,2019-Q3,6132.063200655178,1716786
8,Chihuahua,20194,2019-Q4,6163.546733194606,1739620
8,Chihuahua,20201,2020-Q1,6428.733552815425,1717680
8,Chihuahua,20203,2020-Q3,6543.383395261825,1704116
8,Chihuahua,20204,2020-Q4,6072.813002588651,1698954
8,Chihuahua,20211,2021-Q1,6351.598311912885,1604775
8,Chihuahua,20212,2021-Q2,5508.79370852112,2227489
8,Chihuahua,20213,2021-Q3,5551.7442441685,2286290
8,Chihuahua,20214,2021-Q4,6442.057794558311,1726339
8,Chihuahua,20221,2022-Q1,6920.613447561092,1689957
8,Chihuahua,20222,2022-Q2,7309.119883620711,1760107
8,Chihuahua,20223,2022-Q3,6898.181712491614,1775343
8,Chihuahua,20224,2022-Q4,6863.27197330183,1818252
8,Chihuahua,20231,2023-Q1,7456.593411715335,1744278
8,Chihuahua,20232,2023-Q2,7633.542764079302,1806446
8,Chihuahua,20233,2023-Q3,7767.383853326879,1811593
8,Chihuahua,20234,2023-Q4,7927.260228105915,1822136
8,Chihuahua,20241,2024-Q1,8456.32958828744,1773276
8,Chihuahua,20242,2024-Q2,7997.230209020767,1792597
8,Chihuahua,20243,2024-Q3,8429.006625975038,1809545
8,Chihuahua,20244,2024-Q4,8076.597607774137,1843137
8,Chihuahua,20251,2025-Q1,7935.005228332304,1780300
9,Ciudad de México,20101,2010-Q1,4237.438903161262,3960254
9,Ciudad de México,20102,2010-Q2,4347.174149067385,3972700
9,Ciudad de México,20103,2010-Q3,4196.546097405095,4024348
9,Ciudad de México,20104,2010-Q4,3815.4340413102996,3927011
9,Ciudad de México,20111,2011-Q1,3931.0490384079762,3931449
9,Ciudad de México,20112,2011-Q2,4000.645896247218,3983951
9,Ciudad de México,20113,2011-Q3,4064.354681312757,4036026
9,Ciudad de México,20114,2011-Q4,3802.3436406863334,4128315
9,Ciudad de México,20121,2012-Q1,4040.757231524558,4068333
9,Ciudad de México,20122,2012-Q2,3831.6561800219115,4154872
9,Ciudad de México,20123,2012-Q3,3922.7563461261693,4169000
9,Ciudad de México,20124,2012-Q4,3847.8218779490967,4199379
9,Ciudad de México,20131,2013-Q1,3978.294620614219,4117682
9,Ciudad de México,20132,2013-Q2,3667.855884950529,4082974
9,Ciudad de México,20133,2013-Q3,3728.787999961486,4154320
9,Ciudad de México,20134,2013-Q4,3345.5721889346205,4189915
9,Ciudad de México,20141,2014-Q1,3390.0115570631388,4032945
9,Ciudad de México,20142,2014-Q2,3315.958798159612,4026325
9,Ciudad de México,20143,2014-Q3,3081.013021746799,4048228
9,Ciudad de México,20144,2014-Q4,3230.619786359861,4057290
9,Ciudad de México,20151,2015-Q1,3632.5412820986403,4011969
9,Ciudad de México,20152,2015-Q2,3397.077980322316,4114102
9,Ciudad de México,20153,2015-Q3,3956.1675443876015,4293316
9,Ciudad de México,20154,2015-Q4,3316.7410679363143,4172496
9,Ciudad de México,20161,2016-Q1,3563.243935207428,4139919
9,Ciudad de México,20162,2016-Q2,3661.640882629181,4133242
9,Ciudad de México,20163,2016-Q3,3679.074842394911,4195296
9,Ciudad de México,20164,2016-Q4,3891.8509363330077,4162141
9,Ciudad de México,20171,2017-Q1,3626.708885791546,4144054
9,Ciudad de México,20172,2017-Q2,4091.663318886989,4100230
9,Ciudad de México,20173,2017-Q3,3604.520765867382,4183283
9,Ciudad de México,20174,2017-Q4,3165.8614426607433,4136468
9,Ciudad de México,20181,2018-Q1,3696.5753733965116,4206922
9,Ciudad de México,20182,2018-Q2,3764.0136579575224,4279410
9,Ciudad de México,20183,2018-Q3,3441.745469239388,4275110
9,Ciudad de México,20184,2018-Q4,3281.820706119963,4212542
9,Ciudad de México,20191,2019-Q1,3601.169204319772,4246706
9,Ciudad de México,20192,2019-Q2,3536.7152238486196,4294085
9,Ciudad de México,20193,2019-Q3,3260.972640392294,4299221
9,Ciudad de México,20194,2019-Q4,3372.771141964142,4284110
9,Ciudad de México,20201,2020-Q1,4684.512819245185,4207307
9,Ciudad de México,20203,2020-Q3,3580.4125493399865,3407733
9,Ciudad de México,20204,2020-Q4,4006.0384790300814,3674287
9,Ciudad de México,20211,2021-Q1,4352.717444516845,3870454
9,Ciudad de México,20212,2021-Q2,4381.116892418493,4117427
9,Ciudad de México,20213,2021-Q3,4187.934870235936,4393859
9,Ciudad de México,20214,2021-Q4,4426.396106833746,4465106
9,Ciudad de México,20221,2022-Q1,4519.176219036427,4385718
9,Ciudad de México,20222,2022-Q2,4434.476438213329,4534376
9,Ciudad de México,20223,2022-Q3,3879.0732893216014,4546515
9,Ciudad de México,20224,2022-Q4,4177.288753460387,4698174
9,Ciudad de México,20231,2023-Q1,4760.480517751057,4693298
9,Ciudad de México,20232,2023-Q2,4598.911751833421,4709095
9,Ciudad de México,20233,2023-Q3,4903.874545305619,4712506
9,Ciudad de México,20234,2023-Q4,4982.461737668434,4657701
9,Ciudad de México,20241,2024-Q1,5411.583094330114,4715069
9,Ciudad de México,20242,2024-Q2,6103.060654220861,4834239
9,Ciudad de México,20243,2024-Q3,6888.908564562744,4894634
9,Ciudad de México,20244,2024-Q4,6182.284159323918,5010045
9,Ciudad de México,20251,2025-Q1,6434.49764361444,4892875
10,Durango,20101,2010-Q1,3710.5011730864762,595864
10,Durango,20102,2010-Q2,3708.023078089662,606636
10,Durango,20103,2010-Q3,3685.317268306004,615208
10,Durango,20104,2010-Q4,3694.606223832646,615987
10,Durango,20111,2011-Q1,3829.0848827337277,599533
10,Durango,20112,2011-Q2,3710.37238387013,631276
10,Durango,20113,2011-Q3,3880.500574001698,628918
10,Durango,20114,2011-Q4,3631.6080563577334,669012
10,Durango,20121,2012-Q1,3753.2544825397786,661790
10,Durango,20122,2012-Q2,3675.4448909281723,640312
10,Durango,20123,2012-Q3,3498.3365912988297,661865
10,Durango,20124,2012-Q4,3722.385207603662,678673
10,Durango,20131,2013-Q1,3874.838350722877,660071
10,Durango,20132,2013-Q2,3807.174043255445,690179
10,Durango,20133,2013-Q3,3562.6510057462833,681484
10,Durango,20134,2013-Q4,3442.253450589753,691476
10,Durango,20141,2014-Q1,3674.204774126245,674846
10,Durango,20142,2014-Q2,3570.0415417156146,669929
10,Durango,20143,2014-Q3,3645.4506956571213,685467
10,Durango,20144,2014-Q4,3691.793479573927,703635
10,Durango,20151,2015-Q1,3837.200876483183,698245
10,Durango,20152,2015-Q2,3910.2377116492235,714803
10,Durango,20153,2015-Q3,3996.9244588223614,735387
10,Durango,20154,2015-Q4,3880.1878892664267,749005
10,Durango,20161,2016-Q1,4230.62303037917,732311
10,Durango,20162,2016-Q2,4179.555739606428,749189
10,Durango,20163,2016-Q3,4300.257725438145,738340
10,Durango,20164,2016-Q4,4371.669374934728,756449
10,Durango,20171,2017-Q1,4790.5188351719435,720381
10,Durango,20172,2017-Q2,4633.268145900687,738941
10,Durango,20173,2017-Q3,4563.843062758735,754875
10,Durango,20174,2017-Q4,4475.738617706911,752836
10,Durango,20181,2018-Q1,4588.669267753122,743151
10,Durango,20182,2018-Q2,4601.807734169338,768098
10,Durango,20183,2018-Q3,4449.052862535639,753388
10,Durango,20184,2018-Q4,4620.7713121094375,771803
10,Durango,20191,2019-Q1,5016.112802117163,768576
10,Durango,20192,2019-Q2,5390.919169876688,768946
10,Durango,20193,2019-Q3,5450.856985993507,779567
10,Durango,20194,2019-Q4,5458.322821767336,783835
10,Durango,20201,2020-Q1,5798.669396916501,764521
10,Durango,20203,2020-Q3,5520.4914118439565,768966
10,Durango,20204,2020-Q4,5676.251959105845,759913
10,Durango,20211,2021-Q1,5712.3206864452,770229
10,Durango,20212,2021-Q2,5664.0320576411,804426
10,Durango,20213,2021-Q3,5559.093712083186,806865
10,Durango,20214,2021-Q4,5806.445833513969,807335
10,Durango,20221,2022-Q1,6198.620969737055,792256
10,Durango,20222,2022-Q2,6491.900226516118,808331
10,Durango,20223,2022-Q3,6369.181309369251,827238
10,Durango,20224,2022-Q4,6574.982955156737,799362
10,Durango,20231,2023-Q1,6797.158917130612,805231
10,Durango,20232,2023-Q2,6920.371942435557,823286
10,Durango,20233,2023-Q3,7016.671509793077,819099
10,Durango,20234,2023-Q4,6821.072006982612,829489
10,Durango,20241,2024-Q1,7545.2364649085675,815085
10,Durango,20242,2024-Q2,7438.698720730103,829692
10,Durango,20243,2024-Q3,7523.726146157557,845608
10,Durango,20244,2024-Q4,7483.595158186834,853358
10,Durango,20251,2025-Q1,7468.076436686194,843260
11,Guanajuato,20101,2010-Q1,3217.5651247113906,2081967
11,Guanajuato,20102,2010-Q2,3059.782306238898,2122330
11,Guanajuato,20103,2010-Q3,3192.6853626791963,2118277
11,Guanajuato,20104,2010-Q4,3347.9157214000297,2147983
11,Guanajuato,20111,2011-Q1,3231.2668126628464,2117407
11,Guanajuato,20112,2011-Q2,3259.3518646970906,2162496
11,Guanajuato,20113,2011-Q3,3267.8710268261348,2214445
11,Guanajuato,20114,2011-Q4,3035.9818058561536,2274633
11,Guanajuato,20121,2012-Q1,3393.6302967407228,2198923
11,Guanajuato,20122,2012-Q2,3096.801753287038,2334016
11,Guanajuato,20123,2012-Q3,3205.889127034506,2410290
11,Guanajuato,20124,2012-Q4,3319.5877794149196,2335371
11,Guanajuato,20131,2013-Q1,3324.2900192209063,2263681
11,Guanajuato,20132,2013-Q2,3290.3730099330337,2340876
11,Guanajuato,20133,2013-Q3,3395.1820156766003,2387635
11,Guanajuato,20134,2013-Q4,3424.479976244066,2387614
11,Guanajuato,20141,2014-Q1,3464.527304071555,2334194
11,Guanajuato,20142,2014-Q2,3345.6564252231024,2349148
11,Guanajuato,20143,2014-Q3,3472.6639650007482,2399137
11,Guanajuato,20144,2014-Q4,3423.56388766895,2354398
11,Guanajuato,20151,2015-Q1,3458.5158375152196,2311158
11,Guanajuato,20152,2015-Q2,3558.128517429129,2411136
11,Guanajuato,20153,2015-Q3,3619.190259080321,2382157
11,Guanajuato,20154,2015-Q4,3742.267645743167,2423304
11,Guanajuato,20161,2016-Q1,3809.2295054909864,2435628
11,Guanajuato,20162,2016-Q2,3905.227459218438,2454418
11,Guanajuato,20163,2016-Q3,3752.3447548524173,2468615
11,Guanajuato,20164,2016-Q4,3835.9438712323413,2477268
11,Guanajuato,20171,2017-Q1,3819.951363418847,2440776
11,Guanajuato,20172,2017-Q2,4082.6534516192105,2419111
11,Guanajuato,20173,2017-Q3,3941.909311998042,2484397
11,Guanajuato,20174,2017-Q4,4300.791830034662,2533646
11,Guanajuato,20181,2018-Q1,4561.68505007064,2489383
11,Guanajuato,20182,2018-Q2,4310.793749794896,2590155
11,Guanajuato,20183,2018-Q3,4771.545681033983,2536753
11,Guanajuato,20184,2018-Q4,4681.5729920529675,2557936
11,Guanajuato,20191,2019-Q1,4872.59247416967,2488257
11,Guanajuato,20192,2019-Q2,4721.486754424274,2550814
11,Guanajuato,20193,2019-Q3,4692.197578593128,2578088
11,Guanajuato,20194,2019-Q4,4844.106602941233,2595510
11,Guanajuato,20201,2020-Q1,5012.986042769336,2525501
11,Guanajuato,20203,2020-Q3,4493.4219099215225,2408078
11,Guanajuato,20204,2020-Q4,4483.006120192703,2517241
11,Guanajuato,20211,2021-Q1,4614.241408255075,2525622
11,Guanajuato,20212,2021-Q2,4272.469667817949,2643430
11,Guanajuato,20213,2021-Q3,4291.520039715596,2677034
11,Guanajuato,20214,2021-Q4,4274.017450554223,2689714
11,Guanajuato,20221,2022-Q1,4811.703210699472,2704582
11,Guanajuato,20222,2022-Q2,4511.882758881914,2745692
11,Guanajuato,20223,2022-Q3,4520.934779340573,2733919
11,Guanajuato,20224,2022-Q4,4523.665266603057,2755351
11,Guanajuato,20231,2023-Q1,4535.090098302125,2852329
11,Guanajuato,20232,2023-Q2,4773.661846199254,2757893
11,Guanajuato,20233,2023-Q3,4427.442044108442,2810301
11,Guanajuato,20234,2023-Q4,4815.843310798663,2803384
11,Guanajuato,20241,2024-Q1,5012.7830773933265,2797205
11,Guanajuato,20242,2024-Q2,4695.6700866895,2834484
11,Guanajuato,20243,2024-Q3,5187.0757809561865,2810561
11,Guanajuato,20244,2024-Q4,4759.837058408836,2834126
11,Guanajuato,20251,2025-Q1,4789.790026465202,2787056
12,Guerrero,20101,2010-Q1,2622.4384322301244,1306008
12,Guerrero,20102,2010-Q2,2409.1133488348746,1414483
12,Guerrero,20103,2010-Q3,2300.732099592982,1408292
12,Guerrero,20104,2010-Q4,2316.384875218252,1392311
12,Guerrero,20111,2011-Q1,2743.353865530231,1314050
12,Guerrero,20112,2011-Q2,2458.9340790634674,1401937
12,Guerrero,20113,2011-Q3,2352.044515337876,1409941
12,Guerrero,20114,2011-Q4,2295.5685502252263,1443438
12,Guerrero,20121,2012-Q1,2537.9268649740943,1341587
12,Guerrero,20122,2012-Q2,2477.943230430611,1417520
12,Guerrero,20123,2012-Q3,2261.826076971831,1432628
12,Guerrero,20124,2012-Q4,2359.4234961300795,1352095
12,Guerrero,20131,2013-Q1,2701.511985527931,1330563
12,Guerrero,20132,2013-Q2,2644.8394254614545,1377871
12,Guerrero,20133,2013-Q3,2558.7698165890934,1413929
12,Guerrero,20134,2013-Q4,2567.1438795803674,1374726
12,Guerrero,20141,2014-Q1,2852.508620457322,1335776
12,Guerrero,20142,2014-Q2,2652.521406064119,1421443
12,Guerrero,20143,2014-Q3,2376.7504761454106,1437061
12,Guerrero,20144,2014-Q4,2691.9109829265885,1408213
12,Guerrero,20151,2015-Q1,2874.6321311267243,1354537
12,Guerrero,20152,2015-Q2,2728.537766352397,1389888
12,Guerrero,20153,2015-Q3,2661.951451492846,1390465
12,Guerrero,20154,2015-Q4,2587.5964947581924,1426321
12,Guerrero,20161,2016-Q1,2854.082873050747,1397330
12,Guerrero,20162,2016-Q2,2708.1500638415764,1452815
12,Guerrero,20163,2016-Q3,2558.9942157846936,1464330
12,Guerrero,20164,2016-Q4,2661.102509211214,1398567
12,Guerrero,20171,2017-Q1,3023.401522594715,1408648
12,Guerrero,20172,2017-Q2,2818.7935633971474,1448062
12,Guerrero,20173,2017-Q3,2780.3611634813556,1434763
12,Guerrero,20174,2017-Q4,2585.28041252226,1473472
12,Guerrero,20181,2018-Q1,3107.8636133340165,1365830
12,Guerrero,20182,2018-Q2,3004.606064762085,1436396
12,Guerrero,20183,2018-Q3,2753.993867828429,1482346
12,Guerrero,20184,2018-Q4,2769.929148285336,1540739
12,Guerrero,20191,2019-Q1,3172.040566610684,1473675
12,Guerrero,20192,2019-Q2,3026.111409236064,1510925
12,Guerrero,20193,2019-Q3,2962.7806594180224,1534080
12,Guerrero,20194,2019-Q4,3083.092014279678,1519362
12,Guerrero,20201,2020-Q1,3584.824409935464,1537120
12,Guerrero,20203,2020-Q3,3017.4181512811583,1464690
12,Guerrero,20204,2020-Q4,3378.4426423778546,1526519
12,Guerrero,20211,2021-Q1,3563.7985634923316,1391987
12,Guerrero,20212,2021-Q2,3274.6945929047997,1508259
12,Guerrero,20213,2021-Q3,3263.186419244462,1502479
12,Guerrero,20214,2021-Q4,3379.4570226415626,1485189
12,Guerrero,20221,2022-Q1,3891.6888302001744,1352522
12,Guerrero,20222,2022-Q2,3607.0557337219307,1497352
12,Guerrero,20223,2022-Q3,2986.9078845662543,1530471
12,Guerrero,20224,2022-Q4,3496.9877758684465,1586943
12,Guerrero,20231,2023-Q1,3914.3816244864724,1557366
12,Guerrero,20232,2023-Q2,4062.619992933854,1596344
12,Guerrero,20233,2023-Q3,3729.070794472244,1647106
12,Guerrero,20234,2023-Q4,3671.6521757639225,1644342
12,Guerrero,20241,2024-Q1,4566.928669830851,1617268
12,Guerrero,20242,2024-Q2,4802.473470734346,1576165
12,Guerrero,20243,2024-Q3,4485.368273275471,1550699
12,Guerrero,20244,2024-Q4,4590.878217938169,1565288
12,Guerrero,20251,2025-Q1,5455.560201466274,1520453
13,Hidalgo,20101,2010-Q1,3321.2932511746467,1001152
13,Hidalgo,20102,2010-Q2,3388.7812087332877,1058662
13,Hidalgo,20103,2010-Q3,3631.448874399236,1022032
13,Hidalgo,20104,2010-Q4,3429.795246142101,1049211
13,Hidalgo,20111,2011-Q1,3489.961201725057,1031850
13,Hidalgo,20112,2011-Q2,3571.8523790690806,1039209
13,Hidalgo,20113,2011-Q3,3334.7811209177894,1104916
13,Hidalgo,20114,2011-Q4,3644.476877544851,1071772
13,Hidalgo,20121,2012-Q1,3619.599670648494,1040226
13,Hidalgo,20122,2012-Q2,3843.1062452962597,1101517
13,Hidalgo,20123,2012-Q3,3744.298971807569,1119343
13,Hidalgo,20124,2012-Q4,3699.28859287776,1112796
13,Hidalgo,20131,2013-Q1,3523.0883205584814,1125910
13,Hidalgo,20132,2013-Q2,3879.8413449755726,1117998
13,Hidalgo,20133,2013-Q3,3844.25676714216,1091709
13,Hidalgo,20134,2013-Q4,3816.800610963468,1145404
13,Hidalgo,20141,2014-Q1,3992.151848213464,1118729
13,Hidalgo,20142,2014-Q2,3739.407143552865,1160151
13,Hidalgo,20143,2014-Q3,3806.9813042288156,1150795
13,Hidalgo,20144,2014-Q4,3690.1692408312397,1175786
13,Hidalgo,20151,2015-Q1,3923.415997104534,1163198
13,Hidalgo,20152,2015-Q2,3897.87400053896,1194894
13,Hidalgo,20153,2015-Q3,3818.0735773155416,1223040
13,Hidalgo,20154,2015-Q4,3787.155723788872,1253418
13,Hidalgo,20161,2016-Q1,4030.7473550669715,1161088
13,Hidalgo,20162,2016-Q2,3923.6580437388297,1172185
13,Hidalgo,20163,2016-Q3,4107.965154787975,1206909
13,Hidalgo,20164,2016-Q4,4035.8859053732513,1197357
13,Hidalgo,20171,2017-Q1,3721.690728328571,1139115
13,Hidalgo,20172,2017-Q2,3978.238031970891,1163621
13,Hidalgo,20173,2017-Q3,3942.7783769766193,1187697
13,Hidalgo,20174,2017-Q4,3700.3701998928286,1205546
13,Hidalgo,20181,2018-Q1,3904.209784443638,1204279
13,Hidalgo,20182,2018-Q2,3773.8765681475616,1238643
13,Hidalgo,20183,2018-Q3,3850.198186173371,1276638
13,Hidalgo,20184,2018-Q4,3850.4368795772107,1275340
13,Hidalgo,20191,2019-Q1,4199.10062623993,1280819
13,Hidalgo,20192,2019-Q2,3992.662629317524,1296808
13,Hidalgo,20193,2019-Q3,3865.230547438383,1311691
13,Hidalgo,20194,2019-Q4,3904.075393593232,1282987
13,Hidalgo,20201,2020-Q1,4146.657353891908,1288481
13,Hidalgo,20203,2020-Q3,3733.5356996004048,1198963
13,Hidalgo,20204,2020-Q4,4192.239616322858,1242503
13,Hidalgo,20211,2021-Q1,4291.824968266884,1229000
13,Hidalgo,20212,2021-Q2,4557.353718239603,1296662
13,Hidalgo,20213,2021-Q3,4381.433841485755,1337394
13,Hidalgo,20214,2021-Q4,4388.213875790474,1367850
13,Hidalgo,20221,2022-Q1,4425.760376419099,1341696
13,Hidalgo,20222,2022-Q2,4573.190478148729,1386075
13,Hidalgo,20223,2022-Q3,5070.1155114313715,1432724
13,Hidalgo,20224,2022-Q4,5286.0146472775905,1450645
13,Hidalgo,20231,2023-Q1,5638.324231154264,1486384
13,Hidalgo,20232,2023-Q2,5206.380064848773,1453844
13,Hidalgo,20233,2023-Q3,5011.306931257796,1490249
13,Hidalgo,20234,2023-Q4,5239.604711311589,1441000
13,Hidalgo,20241,2024-Q1,5280.2397868264425,1436013
13,Hidalgo,20242,2024-Q2,5365.34553589011,1447265
13,Hidalgo,20243,2024-Q3,6006.047854981411,1457027
13,Hidalgo,20244,2024-Q4,5770.564603633192,1467580
13,Hidalgo,20251,2025-Q1,5250.589282304472,1492541
14,Jalisco,20101,2010-Q1,3523.2129792428855,3125868
14,Jalisco,20102,2010-Q2,3504.0537191164112,3171385
14,Jalisco,20103,2010-Q3,3355.269559332554,3209427
14,Jalisco,20104,2010-Q4,3441.8946586818865,3201925
14,Jalisco,20111,2011-Q1,3721.3118798623104,3203724
14,Jalisco,20112,2011-Q2,3627.596338296096,3200368
14,Jalisco,20113,2011-Q3,3444.465586516329,3280531
14,Jalisco,20114,2011-Q4,3509.122621002743,3285628
14,Jalisco,20121,2012-Q1,3943.288539781317,3286857
14,Jalisco,20122,2012-Q2,4234.219286957907,3328415
14,Jalisco,20123,2012-Q3,4037.1671965296696,3336397
14,Jalisco,20124,2012-Q4,4088.9830134182034,3268992
14,Jalisco,20131,2013-Q1,4194.785742506958,3313107
14,Jalisco,20132,2013-Q2,4107.186235084908,3365048
14,Jalisco,20133,2013-Q3,4082.2215199982224,3330846
14,Jalisco,20134,2013-Q4,3989.755303630275,3347377
14,Jalisco,20141,2014-Q1,4158.372031055824,3293553
14,Jalisco,20142,2014-Q2,4251.461978202066,3282880
14,Jalisco,20143,2014-Q3,4203.873781320121,3322345
14,Jalisco,20144,2014-Q4,3947.2656961175444,3345254
14,Jalisco,20151,2015-Q1,4170.3841992361895,3395608
14,Jalisco,20152,2015-Q2,4082.7334516618903,3355065
14,Jalisco,20153,2015-Q3,4257.315319367955,3392294
14,Jalisco,20154,2015-Q4,4160.4363402505405,3556156
14,Jalisco,20161,2016-Q1,4260.305399857741,3495018
14,Jalisco,20162,2016-Q2,4125.530079134344,3513266
14,Jalisco,20163,2016-Q3,4163.24643231818,3550695
14,Jalisco,20164,2016-Q4,4254.870473210443,3571709
14,Jalisco,20171,2017-Q1,4413.028235615967,3640721
14,Jalisco,20172,2017-Q2,4198.485454139654,3611268
14,Jalisco,20173,2017-Q3,4308.306084804767,3665360
14,Jalisco,20174,2017-Q4,4343.273878810411,3647376
14,Jalisco,20181,2018-Q1,4570.096610594175,3647778
14,Jalisco,20182,2018-Q2,4319.021163997946,3646192
14,Jalisco,20183,2018-Q3,4414.865146020674,3678349
14,Jalisco,20184,2018-Q4,4700.7079068241555,3700487
14,Jalisco,20191,2019-Q1,4640.951917262817,3757440
14,Jalisco,20192,2019-Q2,4608.344180183722,3734233
14,Jalisco,20193,2019-Q3,4345.695581985078,3761282
14,Jalisco,20194,2019-Q4,4686.251704144098,3772715
14,Jalisco,20201,2020-Q1,5100.896616931882,3778375
14,Jalisco,20203,2020-Q3,5441.745786622106,3576228
14,Jalisco,20204,2020-Q4,5518.272573217349,3654530
14,Jalisco,20211,2021-Q1,5936.422307444381,3735596
14,Jalisco,20212,2021-Q2,5468.084228566947,3824700
14,Jalisco,20213,2021-Q3,5577.976264809823,3825417
14,Jalisco,20214,2021-Q4,5430.385088003604,3924612
14,Jalisco,20221,2022-Q1,5636.555179402631,3943727
14,Jalisco,20222,2022-Q2,5892.500351338333,3973378
14,Jalisco,20223,2022-Q3,5668.284085975166,4023627
14,Jalisco,20224,2022-Q4,5885.6542253827665,4066247
14,Jalisco,20231,2023-Q1,6075.447714623614,4107726
14,Jalisco,20232,2023-Q2,6258.0079688934575,4077856
14,Jalisco,20233,2023-Q3,5811.970775113421,3996628
14,Jalisco,20234,2023-Q4,5630.377130753052,4008090
14,Jalisco,20241,2024-Q1,6360.035199054148,4034455
14,Jalisco,20242,2024-Q2,6286.310129580121,3971211
14,Jalisco,20243,2024-Q3,6508.457227791835,3910904
14,Jalisco,20244,2024-Q4,5930.312680301731,3894860
14,Jalisco,20251,2025-Q1,5714.400183450942,3924755
15,Estado de México,20101,2010-Q1,3302.483864894558,6071110
15,Estado de México,20102,2010-Q2,3368.1913322535634,6368022
15,Estado de México,20103,2010-Q3,3326.1927281199437,6369522
15,Estado de México,20104,2010-Q4,3357.115375240965,6182947
15,Estado de México,20111,2011-Q1,3476.5838872373083,6289598
15,Estado de México,20112,2011-Q2,3444.888995803464,6389317
15,Estado de México,20113,2011-Q3,3593.0086984482373,6478052
15,Estado de México,20114,2011-Q4,3126.1613168308627,6554251
15,Estado de México,20121,2012-Q1,3460.3803565027333,6488702
15,Estado de México,20122,2012-Q2,3381.711305552087,6606975
15,Estado de México,20123,2012-Q3,3111.38354249179,6769190
15,Estado de México,20124,2012-Q4,2967.04481293244,6690524
15,Estado de México,20131,2013-Q1,3382.7573582795253,6476446
15,Estado de México,20132,2013-Q2,2994.4404912396,6786505
15,Estado de México,20133,2013-Q3,2885.2409505636642,6718540
15,Estado de México,20134,2013-Q4,3108.399675147139,6925597
15,Estado de México,20141,2014-Q1,3176.1679361722686,6903081
15,Estado de México,20142,2014-Q2,3041.1584474657034,6864982
15,Estado de México,20143,2014-Q3,3026.9705334264063,6867714
15,Estado de México,20144,2014-Q4,2886.7947753798403,6881840
15,Estado de México,20151,2015-Q1,2914.1776989698565,6963203
15,Estado de México,20152,2015-Q2,2944.577013001886,6994293
15,Estado de México,20153,2015-Q3,2912.215074835621,7068893
15,Estado de México,20154,2015-Q4,3006.705116449838,7234059
15,Estado de México,20161,2016-Q1,3038.7548656169724,7008772
15,Estado de México,20162,2016-Q2,3010.204802663402,7049630
15,Estado de México,20163,2016-Q3,3100.6641931959425,7103379
15,Estado de México,20164,2016-Q4,2970.8697110352355,7146200
15,Estado de México,20171,2017-Q1,3008.319175852757,7168719
15,Estado de México,20172,2017-Q2,2977.538684102661,7255642
15,Estado de México,20173,2017-Q3,2830.6668712239257,7326392
15,Estado de México,20174,2017-Q4,2635.794350428842,7450300
15,Estado de México,20181,2018-Q1,2823.874395599632,7404653
15,Estado de México,20182,2018-Q2,2726.3265203529504,7553131
15,Estado de México,20183,2018-Q3,2661.0151011763487,7631922
15,Estado de México,20184,2018-Q4,2856.793756432463,7619554
15,Estado de México,20191,2019-Q1,2932.7848088521737,7558731
15,Estado de México,20192,2019-Q2,3103.2266568938703,7705744
15,Estado de México,20193,2019-Q3,2924.098827663643,7691308
15,Estado de México,20194,2019-Q4,3194.6244726833347,7822624
15,Estado de México,20201,2020-Q1,3361.2375677652817,7689225
15,Estado de México,20203,2020-Q3,2717.9022172146165,6918365
15,Estado de México,20204,2020-Q4,3096.060881653882,7306881
15,Estado de México,20211,2021-Q1,3292.7405041535712,6784282
15,Estado de México,20212,2021-Q2,3248.187006887991,7775997
15,Estado de México,20214,2021-Q4,3492.3774646055026,7609940
15,Estado de México,20221,2022-Q1,3939.995803323337,7534295
15,Estado de México,20222,2022-Q2,3435.8115138367207,7770772
15,Estado de México,20223,2022-Q3,3820.357134411336,7789157
15,Estado de México,20224,2022-Q4,3844.310772960773,7850683
15,Estado de México,20231,2023-Q1,4117.688566737132,7827022
15,Estado de México,20232,2023-Q2,4232.834161276717,7814544
15,Estado de México,20233,2023-Q3,4476.495563773705,8003424
15,Estado de México,20234,2023-Q4,4372.9950539845,8191240
15,Estado de México,20241,2024-Q1,4537.29053087214,8024889
15,Estado de México,20242,2024-Q2,4330.570769699822,8163741
15,Estado de México,20243,2024-Q3,3758.4663733414895,8108180
15,Estado de México,20244,2024-Q4,3336.988885445924,8142207
15,Estado de México,20251,2025-Q1,3457.299225810401,8005145
16,Michoacán de Ocampo,20101,2010-Q1,3910.1023804249985,1697512
16,Michoacán de Ocampo,20102,2010-Q2,3891.14089735867,1689982
16,Michoacán de Ocampo,20103,2010-Q3,3899.389524648886,1763244
16,Michoacán de Ocampo,20104,2010-Q4,4143.451487450406,1668022
16,Michoacán de Ocampo,20111,2011-Q1,4179.688738712241,1733958
16,Michoacán de Ocampo,20112,2011-Q2,3969.2960643973133,1840201
16,Michoacán de Ocampo,20113,2011-Q3,3868.2370181007473,1859647
16,Michoacán de Ocampo,20114,2011-Q4,4143.661536385101,1800421
16,Michoacán de Ocampo,20121,2012-Q1,4061.8581465938328,1816925
16,Michoacán de Ocampo,20122,2012-Q2,4222.13427800416,1848404
